iter	TotalF1	MultiClass
209	0.4244071189	1.051547152
210	0.4237241008	1.051408379
211	0.4237241008	1.051261417
212	0.4244071189	1.051125164
213	0.4223543141	1.050958673
214	0.4223543141	1.050755824
215	0.4237241008	1.050385314
216	0.4237241008	1.050073121
217	0.4256811712	1.049668953
218	0.4256811712	1.04953819
219	0.4260718752	1.049180099
220	0.4263599319	1.049034667
221	0.4250011791	1.048903184
222	0.4263599319	1.048766212
223	0.4256811712	1.048624739
224	0.4263599319	1.048396511
225	0.4256811712	1.048283388
226	0.4256811712	1.048094038
227	0.4276247696	1.04768771
228	0.4269489887	1.047555597
229	0.4266608991	1.047242054
230	0.4266608991	1.047105531
231	0.4280104899	1.046953799
232	0.4258975341	1.046801347
233	0.4269489887	1.046583919
234	0.429065779	1.046261826
235	0.429065779	1.046148703
236	0.4282993362	1.046022439
237	0.428683471	1.045855408
238	0.4282993362	1.045694317
239	0.4295551219	1.045370515
240	0.4278106046	1.045216533
241	0.4298263775	1.044874551
242	0.428683471	1.044638854
243	0.4279221573	1.044410176
244	0.4293552484	1.044287873
245	0.428683471	1.044041736
246	0.4277217692	1.043916733
247	0.430404999	1.043676806
248	0.4324049237	1.043453528
249	0.4335480762	1.043148084
250	0.4341177156	1.042807003
251	0.4347770395	1.042458361
252	0.4371099131	1.042214025
253	0.4377631855	1.042089021
254	0.4364555097	1.041977967
255	0.4357999711	1.041841535
256	0.4344854721	1.041677294
257	0.4364555097	1.041529702
258	0.4364555097	1.04136375
259	0.4390663531	1.041076756
260	0.4384153308	1.040938883
261	0.4390663531	1.040649999
262	0.4384153308	1.040524186
263	0.4374699933	1.040336546
264	0.4368170673	1.040215412
265	0.4387724731	1.04008177
266	0.4381217938	1.039966756
267	0.4374699933	1.039804855
268	0.4364555097	1.039666262
269	0.4364555097	1.039531269
270	0.4367481324	1.039381517
271	0.4367481324	1.039259484
272	0.4367481324	1.039054565
273	0.4387089935	1.038826427
274	0.4400704836	1.0385829
275	0.4413640566	1.038241099
276	0.4409739395	1.038018811
277	0.4410689472	1.037899567
278	0.4406793057	1.03766495
279	0.4409739395	1.037541746
280	0.441268698	1.037421603
281	0.4419133858	1.037243953
282	0.4415635816	1.037134158
283	0.4409174595	1.037032284
284	0.4409174595	1.036930049
285	0.441012722	1.036814406
286	0.4409174595	1.036568179
287	0.4406229118	1.036464775
288	0.441268698	1.036198749
289	0.441268698	1.036091115
290	0.441268698	1.035943073
291	0.4419133858	1.035833099
292	0.4419133858	1.035603971
293	0.4423047594	1.035390232
294	0.4428525297	1.035187203
295	0.4428525297	1.034920908
296	0.4423125892	1.034670271
297	0.4432488528	1.034555347
298	0.4435448126	1.034415225
299	0.4429037259	1.034292292
300	0.4435448126	1.034124901
301	0.4448237459	1.033750701
302	0.4445271328	1.03358106
