iter	TotalF1	MultiClass
86	0.4244841991	1.074088327
87	0.423838087	1.073929845
88	0.4231908867	1.073743375
89	0.4234772445	1.073412823
90	0.423551484	1.073179466
91	0.4239104042	1.07273156
92	0.4239104042	1.072459324
93	0.4232649826	1.072303723
94	0.4242676559	1.071856627
95	0.424623248	1.071404761
96	0.422697801	1.071230801
97	0.4223337458	1.07106134
98	0.4233470335	1.070796124
99	0.4238449522	1.070436323
100	0.4252647572	1.07012899
101	0.4255761785	1.069979418
102	0.4254855395	1.069537272
103	0.4251980074	1.069251177
104	0.4254855395	1.069088106
105	0.4261280691	1.068907936
106	0.4261280691	1.068720116
107	0.4260609112	1.068562174
108	0.4260609112	1.068293089
109	0.4261280691	1.067883251
110	0.4264813159	1.067601026
111	0.4270578413	1.067418876
112	0.4258401966	1.066949461
113	0.4261932069	1.066525584
114	0.4261932069	1.066314816
115	0.4270578413	1.066148325
116	0.4277603596	1.06587087
117	0.4267695272	1.065722828
118	0.4267695272	1.065434393
119	0.427121369	1.065088362
120	0.4266058442	1.064832056
121	0.4266058442	1.06438145
122	0.4259681941	1.063996811
123	0.4272424418	1.063645829
124	0.4259681941	1.063428131
125	0.4269537325	1.063140867
126	0.4285124936	1.062976356
127	0.426894321	1.062829753
128	0.426894321	1.062607195
129	0.426894321	1.062467613
130	0.427820163	1.062298872
131	0.428109176	1.06215164
132	0.428109176	1.062017727
133	0.426894321	1.061745762
134	0.426894321	1.06160213
135	0.4278779904	1.061339794
136	0.4278779904	1.06122694
137	0.4278779904	1.060968834
138	0.4279338528	1.060641071
139	0.4288019655	1.060403934
140	0.4285124936	1.060242213
141	0.4285124936	1.060037294
142	0.4285124936	1.059885652
143	0.4275312518	1.059727441
144	0.4282231229	1.059387799
145	0.4285124936	1.059139772
146	0.4278779904	1.05899623
147	0.4275312518	1.05881678
148	0.4265445788	1.058668018
149	0.4265445788	1.058531045
150	0.4271828988	1.05826385
151	0.4271828988	1.058081879
152	0.4288019655	1.057758077
153	0.4288019655	1.057613635
154	0.4278779904	1.057434994
155	0.4272424418	1.057215586
156	0.4275889496	1.05695334
157	0.4285666577	1.056645737
158	0.4285666577	1.056357122
159	0.428856256	1.056225369
160	0.4291459552	1.056075978
161	0.428856256	1.055895267
162	0.4291984275	1.05546509
163	0.4291984275	1.055338917
164	0.430168403	1.055064072
165	0.4298291658	1.054933579
166	0.4298291658	1.054521311
167	0.4294883526	1.054391808
168	0.4301194162	1.054126773
169	0.4298291658	1.053708295
170	0.4291984275	1.053559893
171	0.4298291658	1.053300527
172	0.4295390161	1.052895009
173	0.4295390161	1.052625743
174	0.4298291658	1.052366017
175	0.4298291658	1.052234355
176	0.4304097678	1.052059674
177	0.4313309035	1.051901822
178	0.4313309035	1.051617078
179	0.4313309035	1.051491535
180	0.4307494504	1.0512013
181	0.4307494504	1.050928615
182	0.4301194162	1.050745835
183	0.4320064447	1.050359126
184	0.4313784587	1.050108309
185	0.4320064447	1.049688212
186	0.4323418754	1.049304113
187	0.4322977637	1.04916651
188	0.4326334119	1.048749922
189	0.4317152275	1.048581181
190	0.4323418754	1.048153345
191	0.4329675095	1.048013312
192	0.4324249697	1.047879939
193	0.4321332233	1.04750196
194	0.4327589494	1.047324039
195	0.4327589494	1.046953529
196	0.4324669869	1.04656223
197	0.4324669869	1.046416798
198	0.4324669869	1.046276676
199	0.4321332233	1.046137813
200	0.4321332233	1.04601776
201	0.431797909	1.045895906
202	0.431797909	1.045758754
203	0.4311698281	1.04563348
204	0.4314610358	1.045203574
205	0.4320894379	1.044986505
206	0.4314610358	1.044862132
207	0.4314610358	1.044640384
208	0.4314610358	1.04452555
209	0.4317523461	1.044401897
210	0.4320437595	1.044247915
211	0.4317523461	1.044091413
212	0.4320437595	1.043939862
213	0.4317523461	1.04379128
214	0.4314136862	1.043565662
215	0.4317523461	1.043191822
216	0.4323810697	1.042878639
217	0.4330087702	1.042500029
218	0.4336354512	1.04211773
219	0.4333008254	1.041918481
220	0.4333008254	1.041493793
221	0.4323810697	1.041341792
222	0.4326728047	1.041153882
223	0.4329646436	1.040991171
224	0.4329646436	1.040838989
225	0.4326728047	1.040705796
226	0.4314136862	1.040581333
227	0.4304714629	1.040469109
228	0.4301263317	1.040208663
229	0.4297795885	1.039938677
230	0.4297795885	1.039820604
231	0.4291991216	1.039576717
232	0.4291991216	1.039409776
233	0.4289090459	1.039203507
234	0.4301807252	1.038871425
235	0.4298900924	1.038732472
236	0.4295995639	1.038513334
237	0.4295454116	1.03840192
238	0.4301263317	1.038281417
239	0.4291991216	1.037898667
240	0.4282120631	1.037742346
241	0.428729602	1.037600153
242	0.4288512139	1.037408824
243	0.4289090459	1.037156297
244	0.4323810697	1.036901251
245	0.431215157	1.0365437
246	0.4318415788	1.036310073
247	0.4318415788	1.035975201
248	0.4318415788	1.035729784
249	0.4318415788	1.035601721
250	0.4318415788	1.035484007
251	0.431215157	1.035350545
252	0.434567717	1.035126187
253	0.434567717	1.034803374
254	0.434567717	1.034680081
255	0.4342754936	1.034546438
256	0.4327992076	1.034266553
257	0.4327992076	1.03414452
258	0.4321751259	1.033869314
259	0.4327992076	1.033514374
260	0.4321751259	1.033354362
261	0.4342754936	1.033121455
262	0.4327992076	1.033001941
263	0.4321751259	1.032769124
264	0.4321751259	1.032616042
265	0.4321751259	1.032509218
266	0.4321751259	1.032329497
267	0.4318415788	1.032162826
268	0.4318415788	1.032045473
269	0.4327992076	1.031852523
270	0.4321751259	1.03171834
271	0.4321751259	1.031319392
272	0.4321751259	1.031201498
273	0.4321751259	1.031062456
274	0.4321751259	1.030930163
275	0.4321751259	1.030829638
276	0.4318833658	1.03061617
277	0.4318833658	1.03041755
278	0.4318833658	1.030076199
279	0.4318833658	1.029953446
280	0.4318833658	1.029814583
281	0.4318833658	1.029694529
282	0.4318833658	1.029336889
283	0.4318833658	1.029233394
284	0.4318833658	1.028875034
285	0.4318833658	1.02876137
286	0.4327992076	1.028661205
287	0.4318415788	1.028536292
288	0.431258593	1.02819548
289	0.4327992076	1.02782119
290	0.4327992076	1.027684128
291	0.4321751259	1.02745239
292	0.4318833658	1.027162876
293	0.4318833658	1.026931048
294	0.4321751259	1.026801275
295	0.4321751259	1.026661963
296	0.4336513053	1.026481343
297	0.4336513053	1.02633933
298	0.4336513053	1.026215497
299	0.434567717	1.026080774
300	0.434567717	1.025912033
301	0.435191215	1.025644838
302	0.435191215	1.025515425
303	0.435191215	1.025370893
304	0.4348986767	1.025127906
305	0.4348986767	1.024822372
306	0.434567717	1.024698269
