iter	Passed	Remaining
402	12873	19071
403	12906	19040
404	12937	19006
405	12970	18976
406	13001	18943
407	13033	18911
408	13064	18878
409	13096	18846
410	13128	18814
411	13160	18782
412	13192	18750
413	13223	18716
414	13255	18685
415	13288	18654
416	13319	18621
417	13350	18588
418	13380	18554
419	13411	18520
420	13443	18488
421	13473	18454
422	13505	18421
423	13537	18390
424	13567	18356
425	13600	18325
426	13631	18292
427	13663	18261
428	13695	18228
429	13726	18195
430	13758	18164
431	13789	18130
432	13821	18098
433	13851	18064
434	13881	18030
435	13914	17998
436	13947	17968
437	13979	17937
438	14010	17903
439	14042	17872
440	14074	17840
441	14106	17808
442	14137	17775
443	14168	17742
444	14199	17709
445	14230	17676
446	14261	17643
447	14293	17611
448	14323	17577
449	14353	17543
450	14385	17511
451	14417	17479
452	14447	17446
453	14478	17412
454	14509	17379
455	14541	17348
456	14574	17316
457	14604	17282
458	14636	17250
459	14668	17219
460	14699	17187
461	14732	17155
462	14762	17122
463	14793	17089
464	14825	17057
465	14859	17028
466	14891	16995
467	14921	16962
468	14952	16929
469	14983	16895
470	15015	16864
471	15047	16833
472	15079	16800
473	15110	16768
474	15141	16735
475	15172	16702
476	15205	16671
477	15235	16638
478	15266	16604
479	15296	16571
480	15328	16539
481	15359	16506
482	15390	16473
483	15421	16440
484	15453	16409
485	15485	16377
486	15517	16346
487	15547	16312
488	15578	16279
489	15609	16246
490	15642	16216
491	15673	16182
492	15703	16149
493	15735	16117
494	15765	16084
495	15798	16053
496	15830	16021
497	15861	15988
498	15894	15958
499	15925	15925
500	15957	15893
501	15988	15861
502	16019	15828
503	16049	15794
504	16080	15761
505	16114	15732
506	16145	15699
507	16176	15666
508	16207	15634
509	16239	15602
510	16271	15571
511	16303	15539
512	16334	15507
513	16366	15474
514	16397	15442
515	16428	15409
516	16458	15376
517	16491	15345
518	16522	15312
519	16553	15279
520	16584	15247
521	16614	15214
522	16646	15182
523	16676	15149
524	16707	15116
525	16740	15085
526	16773	15054
527	16805	15023
528	16838	14992
529	16870	14960
530	16903	14929
531	16936	14898
532	16968	14867
533	17000	14835
534	17032	14804
535	17066	14773
536	17099	14742
537	17130	14710
538	17162	14678
539	17192	14645
540	17224	14613
541	17255	14581
542	17286	14548
543	17318	14516
544	17348	14483
545	17380	14452
546	17411	14419
547	17442	14386
548	17473	14353
549	17503	14320
550	17535	14289
551	17566	14256
552	17597	14224
553	17628	14192
554	17659	14159
555	17691	14127
556	17722	14095
557	17753	14062
558	17783	14029
559	17813	13996
560	17844	13963
561	17875	13931
562	17906	13898
563	17940	13868
564	17970	13835
565	18003	13804
566	18034	13772
567	18067	13741
568	18097	13708
569	18131	13678
570	18163	13646
571	18193	13613
572	18225	13581
573	18255	13548
574	18286	13516
575	18318	13484
576	18350	13453
577	18381	13420
578	18412	13388
579	18445	13357
580	18477	13325
581	18510	13294
582	18541	13262
583	18572	13229
584	18603	13197
585	18636	13166
586	18666	13133
587	18698	13101
588	18728	13068
589	18759	13036
590	18791	13004
591	18821	12971
592	18851	12938
593	18882	12906
594	18913	12874
595	18945	12842
596	18976	12810
597	19007	12777
598	19039	12745
599	19071	12714
600	19102	12682
601	19133	12649
602	19164	12617
603	19195	12585
604	19225	12552
605	19257	12520
606	19289	12489
607	19320	12456
608	19352	12424
609	19382	12391
610	19415	12361
611	19447	12329
612	19477	12296
613	19508	12264
614	19540	12232
615	19571	12200
616	19604	12169
617	19635	12137
618	19667	12105
619	19700	12074
620	19732	12042
621	19762	12010
622	19793	11977
623	19824	11945
624	19856	11913
625	19887	11881
626	19918	11849
627	19950	11817
628	19980	11784
629	20010	11752
630	20043	11721
631	20074	11689
632	20107	11658
633	20137	11625
634	20169	11593
635	20201	11561
636	20232	11529
637	20264	11498
638	20296	11466
639	20327	11434
640	20359	11402
641	20390	11370
642	20421	11338
643	20453	11306
644	20486	11275
645	20518	11243
646	20549	11211
647	20580	11179
648	20611	11147
649	20642	11115
650	20674	11083
651	20705	11051
652	20736	11019
653	20767	10987
654	20798	10954
655	20830	10923
656	20861	10891
657	20893	10859
658	20924	10827
659	20955	10795
660	20987	10763
661	21019	10731
662	21050	10699
663	21080	10667
664	21111	10634
665	21143	10603
666	21174	10571
667	21205	10539
668	21236	10507
669	21268	10475
670	21300	10443
671	21332	10412
672	21363	10380
673	21395	10348
674	21426	10316
675	21457	10284
676	21488	10252
677	21520	10220
678	21551	10188
679	21582	10156
680	21613	10124
681	21644	10092
682	21675	10060
683	21706	10028
684	21736	9995
685	21767	9963
686	21799	9932
687	21830	9900
688	21860	9867
689	21891	9835
690	21921	9802
691	21952	9770
692	21983	9738
693	22014	9706
694	22044	9674
695	22077	9643
696	22108	9611
697	22139	9579
698	22170	9546
699	22200	9514
700	22231	9482
701	22263	9450
702	22294	9418
703	22325	9386
704	22356	9355
705	22388	9323
706	22420	9291
707	22451	9259
708	22482	9227
709	22513	9195
710	22545	9164
711	22577	9132
712	22608	9100
713	22638	9068
714	22668	9035
715	22699	9003
716	22729	8971
717	22759	8939
718	22790	8906
719	22820	8874
720	22852	8842
721	22883	8810
722	22916	8779
723	22946	8747
724	22976	8715
725	23007	8683
726	23039	8651
727	23070	8619
728	23101	8587
729	23132	8556
730	23165	8524
731	23195	8492
732	23226	8460
733	23257	8428
734	23290	8397
735	23322	8365
736	23353	8333
737	23384	8301
738	23415	8269
739	23446	8237
740	23478	8206
741	23509	8174
742	23540	8142
743	23571	8110
744	23601	8078
745	23632	8046
746	23662	8014
747	23693	7982
748	23723	7949
749	23753	7917
750	23787	7887
751	23818	7854
752	23850	7823
753	23880	7791
754	23912	7759
755	23944	7728
756	23977	7696
757	24010	7665
758	24041	7633
759	24072	7601
760	24105	7570
761	24136	7538
762	24167	7506
763	24199	7475
764	24229	7442
765	24260	7411
766	24290	7379
767	24322	7347
768	24353	7315
769	24384	7283
770	24415	7251
771	24446	7219
772	24477	7188
773	24508	7156
774	24540	7124
775	24571	7092
776	24602	7061
777	24635	7029
778	24668	6998
779	24699	6966
780	24731	6934
781	24762	6903
782	24793	6871
783	24826	6840
784	24858	6808
785	24889	6776
786	24920	6744
787	24952	6713
788	24982	6681
789	25012	6648
790	25044	6617
791	25075	6585
792	25106	6553
793	25137	6521
794	25167	6489
795	25200	6458
796	25231	6426
797	25262	6394
798	25293	6362
799	25324	6331
800	25356	6299
801	25387	6267
802	25418	6235
803	25449	6204
804	25480	6172
805	25512	6140
806	25543	6108
807	25574	6077
808	25605	6045
809	25636	6013
810	25668	5981
811	25698	5949
812	25729	5918
813	25761	5886
814	25792	5854
815	25824	5823
816	25855	5791
817	25886	5759
818	25918	5728
819	25949	5696
820	25982	5664
821	26012	5632
822	26043	5601
823	26075	5569
824	26109	5538
825	26141	5506
826	26171	5474
827	26203	5443
828	26234	5411
829	26265	5379
830	26297	5348
831	26328	5316
832	26358	5284
833	26389	5252
834	26420	5220
835	26451	5189
836	26482	5157
837	26513	5125
838	26543	5093
839	26574	5061
840	26605	5030
841	26636	4998
842	26667	4966
843	26698	4934
844	26730	4903
845	26761	4871
846	26792	4839
847	26823	4807
848	26853	4776
849	26885	4744
850	26917	4712
851	26949	4681
852	26979	4649
853	27011	4617
854	27042	4586
855	27074	4554
856	27105	4522
857	27136	4491
858	27153	4457
859	27183	4425
860	27216	4393
861	27248	4362
862	27279	4330
863	27310	4298
864	27341	4267
865	27373	4235
866	27404	4203
867	27435	4172
868	27467	4140
869	27498	4108
870	27530	4077
871	27561	4045
872	27592	4014
873	27622	3982
874	27654	3950
875	27686	3919
876	27716	3887
877	27747	3855
878	27778	3823
879	27808	3792
880	27841	3760
881	27872	3728
882	27904	3697
883	27936	3665
884	27967	3634
885	28000	3602
886	28030	3570
887	28061	3539
888	28093	3507
889	28125	3476
890	28156	3444
891	28188	3412
892	28219	3381
893	28251	3349
894	28281	3317
895	28313	3286
896	28344	3254
897	28375	3223
898	28407	3191
899	28438	3159
900	28470	3128
901	28501	3096
902	28531	3064
903	28562	3033
904	28592	3001
905	28624	2969
906	28654	2938
907	28686	2906
908	28717	2874
909	28749	2843
910	28781	2811
911	28813	2780
912	28844	2748
913	28874	2716
914	28905	2685
915	28938	2653
916	28970	2622
917	29001	2590
918	29032	2558
919	29063	2527
920	29095	2495
921	29126	2464
922	29156	2432
923	29190	2400
924	29220	2369
925	29253	2337
926	29284	2306
927	29315	2274
928	29346	2242
929	29379	2211
930	29410	2179
931	29443	2148
932	29474	2116
933	29505	2084
934	29536	2053
935	29568	2021
936	29598	1990
937	29629	1958
938	29660	1926
939	29690	1895
940	29722	1863
941	29753	1831
942	29784	1800
943	29815	1768
944	29846	1737
945	29878	1705
946	29909	1673
947	29941	1642
948	29973	1610
949	30004	1579
950	30036	1547
951	30067	1516
952	30100	1484
953	30130	1452
954	30161	1421
955	30193	1389
956	30224	1358
957	30255	1326
958	30285	1294
959	30315	1263
960	30347	1231
961	30378	1199
962	30410	1168
963	30441	1136
964	30472	1105
965	30504	1073
966	30535	1042
967	30565	1010
968	30597	978
969	30627	947
970	30659	915
971	30690	884
972	30722	852
973	30753	820
974	30783	789
975	30815	757
976	30846	726
977	30877	694
978	30907	662
979	30940	631
980	30971	599
981	31002	568
982	31034	536
983	31064	505
984	31095	473
985	31128	441
986	31158	410
987	31188	378
988	31219	347
989	31250	315
990	31282	284
991	31312	252
992	31343	220
993	31373	189
994	31403	157
995	31435	126
996	31465	94
997	31496	63
998	31527	31
999	31559	0
